cidade,meio,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
PARANAVAÍ,Jornal,411840,1,n/d,PR,Paraná,Sul,Brasil,81023,852.66,0.575,0.763,0.703,0.844,0.75
PIÊN,Jornal,411910,1,RM Curitiba,PR,Paraná,Sul,Brasil,11170,541.67,0.412,0.694,0.616,0.802,0.677
RESERVA,Jornal,412170,1,n/d,PR,Paraná,Sul,Brasil,25110,457.88,0.272,0.618,0.461,0.786,0.65
SANTA IZABEL DO OESTE,Jornal,412380,1,n/d,PR,Paraná,Sul,Brasil,13106,540.49,0.427,0.696,0.603,0.826,0.677
SANTO ANTÔNIO DA PLATINA,Jornal,412410,1,n/d,PR,Paraná,Sul,Brasil,42461,765.04,0.515,0.718,0.617,0.817,0.733
SARANDI,Jornal,412625,1,n/d,PR,Paraná,Sul,Brasil,82728,554.48,0.427,0.695,0.579,0.85,0.681
SERTANÓPOLIS,Jornal,412650,1,n/d,PR,Paraná,Sul,Brasil,15571,701.27,0.462,0.723,0.655,0.804,0.719
SIQUEIRA CAMPOS,Jornal,412660,1,n/d,PR,Paraná,Sul,Brasil,18391,655.16,0.42,0.704,0.588,0.839,0.708
TERRA BOA,Jornal,412720,1,n/d,PR,Paraná,Sul,Brasil,15662,653.34,0.46,0.728,0.68,0.803,0.708
ANITA GARIBALDI,Jornal,420100,1,n/d,SC,Santa Catarina,Sul,Brasil,8599,506.94,0.4,0.688,0.592,0.826,0.667
ARAQUARI,Jornal,420130,1,n/d,SC,Santa Catarina,Sul,Brasil,24751,609.76,0.529,0.703,0.602,0.83,0.696
ARMAZÉM,Jornal,420150,1,n/d,SC,Santa Catarina,Sul,Brasil,7735,814.95,0.498,0.77,0.698,0.882,0.743
ASCURRA,Jornal,420170,1,n/d,SC,Santa Catarina,Sul,Brasil,7384,793.09,0.449,0.742,0.636,0.868,0.739
BALNEÁRIO ARROIO DO SILVA,Jornal,420195,1,n/d,SC,Santa Catarina,Sul,Brasil,9553,866.42,0.524,0.746,0.642,0.858,0.753
BALNEÁRIO GAIVOTA,Jornal,420207,1,n/d,SC,Santa Catarina,Sul,Brasil,8177,768.73,0.451,0.728,0.622,0.844,0.734
BARRA VELHA,Jornal,420210,1,n/d,SC,Santa Catarina,Sul,Brasil,22307,773.05,0.522,0.738,0.639,0.857,0.735
CAMBORIÚ,Jornal,420320,1,n/d,SC,Santa Catarina,Sul,Brasil,62149,781.76,0.509,0.726,0.6,0.866,0.736
CORONEL FREITAS,Jornal,420440,1,n/d,SC,Santa Catarina,Sul,Brasil,10192,759.01,0.439,0.744,0.653,0.86,0.732
CORUPÁ,Jornal,420450,1,n/d,SC,Santa Catarina,Sul,Brasil,13808,951.63,0.557,0.78,0.707,0.873,0.768
CORREIA PINTO,Jornal,420455,1,n/d,SC,Santa Catarina,Sul,Brasil,14557,628.18,0.471,0.702,0.614,0.804,0.701
CURITIBANOS,Jornal,420480,1,n/d,SC,Santa Catarina,Sul,Brasil,37460,687.47,0.493,0.721,0.62,0.846,0.716
FRAIBURGO,Jornal,420550,1,n/d,SC,Santa Catarina,Sul,Brasil,34481,673.84,0.486,0.731,0.637,0.86,0.712
GAROPABA,Jornal,420570,1,n/d,SC,Santa Catarina,Sul,Brasil,18025,784.88,0.55,0.753,0.668,0.868,0.737
GOVERNADOR CELSO RAMOS,Jornal,420600,1,n/d,SC,Santa Catarina,Sul,Brasil,12973,784.5,0.491,0.747,0.651,0.87,0.737
IBIRAMA,Jornal,420690,1,n/d,SC,Santa Catarina,Sul,Brasil,17276,844.25,0.471,0.737,0.63,0.848,0.749
ITÁ,Jornal,420800,1,n/d,SC,Santa Catarina,Sul,Brasil,6396,836.69,0.531,0.771,0.698,0.879,0.747
MORRO DA FUMAÇA,Jornal,421120,1,n/d,SC,Santa Catarina,Sul,Brasil,16097,759.25,0.483,0.738,0.665,0.825,0.732
NOVA TRENTO,Jornal,421150,1,n/d,SC,Santa Catarina,Sul,Brasil,12148,847.77,0.464,0.748,0.628,0.891,0.749
OTACÍLIO COSTA,Jornal,421175,1,n/d,SC,Santa Catarina,Sul,Brasil,16311,677.67,0.531,0.74,0.681,0.835,0.713
PASSO DE TORRES,Jornal,421225,1,n/d,SC,Santa Catarina,Sul,Brasil,6579,602.85,0.542,0.72,0.618,0.869,0.695
PENHA,Jornal,421250,1,n/d,SC,Santa Catarina,Sul,Brasil,25014,793.53,0.488,0.743,0.64,0.867,0.739
POUSO REDONDO,Jornal,421370,1,n/d,SC,Santa Catarina,Sul,Brasil,14726,742.15,0.439,0.72,0.598,0.857,0.728
PRESIDENTE GETÚLIO,Jornal,421400,1,n/d,SC,Santa Catarina,Sul,Brasil,14808,928.86,0.474,0.759,0.654,0.874,0.764
SANTA CECÍLIA,Jornal,421550,1,n/d,SC,Santa Catarina,Sul,Brasil,15716,610.94,0.442,0.698,0.597,0.819,0.697
SÃO DOMINGOS,Jornal,421610,1,n/d,SC,Santa Catarina,Sul,Brasil,9418,956.19,0.46,0.765,0.675,0.861,0.769
SÃO JOÃO DO OESTE,Jornal,421625,1,n/d,SC,Santa Catarina,Sul,Brasil,6027,881.09,0.465,0.761,0.668,0.873,0.756
SÃO JOÃO DO ITAPERIÚ,Jornal,421635,1,n/d,SC,Santa Catarina,Sul,Brasil,3409,680.25,0.441,0.738,0.645,0.873,0.714
SÃO JOÃO DO SUL,Jornal,421640,1,n/d,SC,Santa Catarina,Sul,Brasil,6979,558.4,0.376,0.695,0.587,0.84,0.682
SAUDADES,Jornal,421730,1,n/d,SC,Santa Catarina,Sul,Brasil,8988,719.94,0.479,0.755,0.7,0.85,0.723
SCHROEDER,Jornal,421740,1,n/d,SC,Santa Catarina,Sul,Brasil,15252,852.5,0.625,0.769,0.71,0.855,0.75
TIJUCAS,Jornal,421800,1,n/d,SC,Santa Catarina,Sul,Brasil,30700,835.48,0.551,0.76,0.672,0.873,0.747
TURVO,Jornal,421880,1,n/d,SC,Santa Catarina,Sul,Brasil,11773,810.85,0.47,0.74,0.631,0.867,0.742
BARRA DO RIBEIRO,Jornal,430190,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,12474,589.16,0.465,0.67,0.529,0.822,0.691
BARRA FUNDA,Jornal,430195,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,2355,757.01,0.479,0.763,0.71,0.856,0.731
BOM PRINCÍPIO,Jornal,430235,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,11727,855.42,0.524,0.746,0.661,0.836,0.751
BUTIÁ,Jornal,430270,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,20381,590.45,0.433,0.689,0.558,0.848,0.691
CAPELA DE SANTANA,Jornal,430468,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,11612,533.88,0.37,0.661,0.525,0.816,0.675
CASCA,Jornal,430490,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,8631,1011.38,0.533,0.785,0.733,0.847,0.778
CERRO GRANDE DO SUL,Jornal,430517,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,10191,527.88,0.347,0.66,0.499,0.855,0.673
CERRO LARGO,Jornal,430520,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,13051,862.05,0.511,0.764,0.698,0.849,0.752
CHAPADA,Jornal,430530,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,9346,860.15,0.453,0.757,0.679,0.849,0.752
CIDREIRA,Jornal,430545,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,12624,750.55,0.561,0.729,0.625,0.848,0.73
COLORADO,Jornal,430560,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,3547,996.93,0.448,0.758,0.674,0.835,0.775
CONSTANTINA,Jornal,430580,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,9741,732.39,0.44,0.754,0.668,0.885,0.726
ESPUMOSO,Jornal,430750,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,15064,834.66,0.527,0.765,0.677,0.884,0.747
FAXINAL DO SOTURNO,Jornal,430800,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,6651,760.86,0.469,0.72,0.597,0.854,0.732
GIRUÁ,Jornal,430900,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,16857,653.18,0.454,0.721,0.629,0.842,0.707
GLORINHA,Jornal,430905,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,6843,686.99,0.453,0.714,0.593,0.859,0.716
GRAMADO XAVIER,Jornal,430915,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,3957,552.44,0.254,0.634,0.473,0.792,0.681
GUARANI DAS MISSÕES,Jornal,430950,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,8060,615.87,0.444,0.737,0.665,0.863,0.698
IMBÉ,Jornal,431033,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,17614,1359.66,0.579,0.764,0.638,0.847,0.825
ITAQUI,Jornal,431060,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,37961,576.71,0.512,0.713,0.626,0.843,0.687
JAGUARI,Jornal,431110,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,11303,772.25,0.429,0.712,0.567,0.866,0.734
JARI,Jornal,431113,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,3533,418.18,0.27,0.631,0.473,0.836,0.636
LAGOA VERMELHA,Jornal,431130,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,27294,771.47,0.495,0.738,0.62,0.885,0.734
MOSTARDAS,Jornal,431250,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,12078,627.16,0.346,0.664,0.493,0.849,0.701
NOVA BOA VISTA,Jornal,431295,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,1960,928.49,0.43,0.768,0.708,0.836,0.764
NOVA BRÉSCIA,Jornal,431300,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,3179,1452.06,0.419,0.778,0.666,0.847,0.836
NOVA SANTA RITA,Jornal,431337,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,22705,686.87,0.521,0.718,0.606,0.853,0.716
PANTANO GRANDE,Jornal,431395,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,9862,536.01,0.387,0.661,0.524,0.816,0.676
PARAÍ,Jornal,431400,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,6779,1071.25,0.493,0.773,0.679,0.866,0.787
PAROBÉ,Jornal,431405,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,51312,625.4,0.434,0.704,0.562,0.886,0.7
PORTÃO,Jornal,431480,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,30726,729.01,0.474,0.713,0.584,0.856,0.725
ROCA SALES,Jornal,431580,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,10252,865.23,0.426,0.729,0.602,0.853,0.753
RODEIO BONITO,Jornal,431590,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,5718,767.63,0.427,0.732,0.636,0.842,0.733
ROLANTE,Jornal,431600,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,19372,656.75,0.363,0.688,0.553,0.83,0.708
SALDANHA MARINHO,Jornal,431643,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,2858,823.55,0.496,0.762,0.706,0.841,0.745
SALTO DO JACUÍ,Jornal,431645,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,11794,596.84,0.443,0.687,0.558,0.837,0.693
SANANDUVA,Jornal,431660,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,15326,931.29,0.461,0.747,0.647,0.843,0.764
SANTO ANTÔNIO DA PATRULHA,Jornal,431760,1,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,39520,696.41,0.443,0.717,0.594,0.866,0.718
SÃO FRANCISCO DE ASSIS,Jornal,431810,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,19143,553.81,0.371,0.675,0.552,0.818,0.681
SÃO JOSÉ DO NORTE,Jornal,431850,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,25390,493.78,0.301,0.623,0.461,0.792,0.663
SÃO LOURENÇO DO SUL,Jornal,431880,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,42817,713.88,0.364,0.687,0.528,0.849,0.722
SÃO MARCOS,Jornal,431900,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,20054,991.51,0.545,0.768,0.683,0.855,0.775
SINIMBU,Jornal,432067,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,10009,610.76,0.231,0.631,0.456,0.792,0.697
SOBRADINHO,Jornal,432070,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,14125,775.79,0.52,0.743,0.647,0.861,0.735
TAPERA,Jornal,432100,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,10382,812.48,0.521,0.747,0.672,0.835,0.743
TAPES,Jornal,432110,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,16546,620.13,0.425,0.695,0.556,0.862,0.699
TERRA DE AREIA,Jornal,432143,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,9874,620.36,0.4,0.689,0.565,0.829,0.699
TRÊS COROAS,Jornal,432170,1,n/d,RS,Rio Grande do Sul,Sul,Brasil,23651,799.41,0.434,0.71,0.584,0.829,0.74
BELA VISTA,Jornal,500210,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,22890,621.23,0.49,0.698,0.585,0.83,0.699
CASSILÂNDIA,Jornal,500290,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,20708,885.1,0.462,0.727,0.627,0.811,0.756
FÁTIMA DO SUL,Jornal,500380,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,18973,701.87,0.452,0.714,0.621,0.815,0.719
ITAQUIRAÍ,Jornal,500460,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,15034,442.57,0.301,0.62,0.479,0.772,0.645
JARDIM,Jornal,500500,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,24162,697.92,0.459,0.712,0.595,0.845,0.718
MARACAJU,Jornal,500540,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,37045,819.6,0.517,0.736,0.613,0.873,0.744
NOVA ALVORADA DO SUL,Jornal,500600,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,16010,830.08,0.459,0.694,0.554,0.809,0.746
SÃO GABRIEL DO OESTE,Jornal,500769,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,22010,855.21,0.511,0.729,0.608,0.85,0.751
SIDROLÂNDIA,Jornal,500790,1,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,41906,599.76,0.408,0.686,0.561,0.829,0.694
ÁGUA BOA,Jornal,510020,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,20400,720.74,0.514,0.729,0.646,0.829,0.723
BRASNORTE,Jornal,510190,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,15054,602.75,0.441,0.696,0.571,0.85,0.695
CAMPO NOVO DO PARECIS,Jornal,510263,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,27246,823.32,0.543,0.734,0.649,0.819,0.745
CAMPO VERDE,Jornal,510267,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,30553,878.37,0.562,0.75,0.67,0.834,0.755
CANARANA,Jornal,510270,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,18566,774.65,0.454,0.693,0.549,0.825,0.735
COMODORO,Jornal,510330,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17996,573.89,0.429,0.689,0.567,0.84,0.687
DIAMANTINO,Jornal,510350,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,20172,681.66,0.507,0.718,0.625,0.831,0.714
JUÍNA,Jornal,510515,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,38963,763.35,0.45,0.716,0.593,0.845,0.733
NOVA MUTUM,Jornal,510622,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,31112,982.9,0.584,0.758,0.673,0.837,0.773
NOVA XAVANTINA,Jornal,510625,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,19508,674.44,0.468,0.704,0.613,0.8,0.713
PEIXOTO DE AZEVEDO,Jornal,510642,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,30572,589.21,0.38,0.649,0.521,0.761,0.691
PONTES E LACERDA,Jornal,510675,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,41113,665.92,0.482,0.703,0.605,0.807,0.711
POXORÉO,Jornal,510700,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17433,463.98,0.409,0.678,0.573,0.832,0.653
PRIMAVERA DO LESTE,Jornal,510704,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,51609,990.05,0.577,0.752,0.653,0.843,0.774
SÃO JOSÉ DOS QUATRO MARCOS,Jornal,510710,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,18953,653.02,0.454,0.719,0.643,0.816,0.707
SÃO JOSÉ DO RIO CLARO,Jornal,510730,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,16554,580.99,0.39,0.682,0.548,0.841,0.689
ROSÁRIO OESTE,Jornal,510770,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17564,465.66,0.379,0.65,0.52,0.807,0.653
SAPEZAL,Jornal,510787,1,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17672,892.71,0.55,0.732,0.62,0.836,0.758
ÁGUAS LINDAS DE GOIÁS,Jornal,520025,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,158508,449.38,0.488,0.686,0.588,0.848,0.647
ALEXÂNIA,Jornal,520030,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,23686,498.09,0.449,0.682,0.568,0.841,0.664
ALTO PARAÍSO DE GOIÁS,Jornal,520060,1,n/d,GO,Goiás,Centro-Oeste,Brasil,6782,719.11,0.533,0.713,0.611,0.819,0.723
ARAGARÇAS,Jornal,520170,1,n/d,GO,Goiás,Centro-Oeste,Brasil,17842,600.03,0.56,0.732,0.68,0.83,0.694
BELA VISTA DE GOIÁS,Jornal,520330,1,n/d,GO,Goiás,Centro-Oeste,Brasil,24307,708.62,0.465,0.716,0.607,0.837,0.721
CAIAPÔNIA,Jornal,520440,1,n/d,GO,Goiás,Centro-Oeste,Brasil,16430,628.14,0.409,0.693,0.588,0.808,0.701
COCALZINHO DE GOIÁS,Jornal,520551,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,17140,450.47,0.411,0.657,0.531,0.826,0.648
CRISTALINA,Jornal,520620,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,45730,686.9,0.474,0.699,0.587,0.814,0.716
CRIXÁS,Jornal,520640,1,n/d,GO,Goiás,Centro-Oeste,Brasil,15596,645.4,0.495,0.708,0.625,0.805,0.706
INHUMAS,Jornal,521000,1,n/d,GO,Goiás,Centro-Oeste,Brasil,47701,697.81,0.448,0.72,0.618,0.842,0.718
IPORÁ,Jornal,521020,1,n/d,GO,Goiás,Centro-Oeste,Brasil,30965,757.39,0.497,0.743,0.667,0.84,0.731
JARAGUÁ,Jornal,521180,1,n/d,GO,Goiás,Centro-Oeste,Brasil,41740,595.02,0.426,0.699,0.588,0.841,0.692
JATAÍ,Jornal,521190,1,n/d,GO,Goiás,Centro-Oeste,Brasil,87041,987.04,0.542,0.757,0.656,0.856,0.774
MINEIROS,Jornal,521310,1,n/d,GO,Goiás,Centro-Oeste,Brasil,52588,869.04,0.474,0.718,0.584,0.84,0.753
MORRINHOS,Jornal,521380,1,n/d,GO,Goiás,Centro-Oeste,Brasil,41208,792.66,0.478,0.734,0.621,0.862,0.739
NIQUELÂNDIA,Jornal,521460,1,n/d,GO,Goiás,Centro-Oeste,Brasil,41581,659.49,0.518,0.715,0.64,0.806,0.709
PALMEIRAS DE GOIÁS,Jornal,521570,1,n/d,GO,Goiás,Centro-Oeste,Brasil,23225,616.59,0.467,0.698,0.598,0.815,0.698
PIRACANJUBA,Jornal,521710,1,n/d,GO,Goiás,Centro-Oeste,Brasil,23913,707.83,0.434,0.721,0.599,0.87,0.72
PLANALTINA,Jornal,521760,1,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,81297,466.69,0.476,0.669,0.566,0.81,0.653
PORANGATU,Jornal,521800,1,n/d,GO,Goiás,Centro-Oeste,Brasil,42193,658.39,0.507,0.727,0.642,0.845,0.709
RIALMA,Jornal,521860,1,n/d,GO,Goiás,Centro-Oeste,Brasil,10446,616.74,0.514,0.727,0.667,0.827,0.698
RUBIATABA,Jornal,521890,1,n/d,GO,Goiás,Centro-Oeste,Brasil,18768,573.0,0.466,0.719,0.666,0.814,0.686
SÃO LUÍS DE MONTES BELOS,Jornal,522010,1,n/d,GO,Goiás,Centro-Oeste,Brasil,29833,712.23,0.519,0.731,0.67,0.809,0.721
SILVÂNIA,Jornal,522060,1,n/d,GO,Goiás,Centro-Oeste,Brasil,18943,708.82,0.429,0.709,0.606,0.814,0.721
TRINDADE,Jornal,522140,1,n/d,GO,Goiás,Centro-Oeste,Brasil,103609,558.61,0.507,0.699,0.608,0.822,0.682
